Seq,Phylum,Class,Order,Family,Genus,Lineage
DH_31074,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,Acidobacteriota
DH_31766,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,Acidobacteriota
DH_32034,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,Acidobacteriota
DH_32045,Bacteria,Acidobacteriota,Subgroup 18,NA,NA,Acidobacteriota
DH_32253,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,Acidobacteriota
DH_32279,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,Acidobacteriota
DH_32463,Bacteria,Acidobacteriota,NA,NA,NA,Acidobacteriota
DH_32652,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,Acidobacteriota
DH_32809,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,Acidobacteriota
DH_33203,Bacteria,Acidobacteriota,d142,NA,NA,Acidobacteriota
DH_33236,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,Acidobacteriota
DH_33605,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,Acidobacteriota
DH_33776,Bacteria,Acidobacteriota,Subgroup 26,NA,NA,Acidobacteriota
DH_10823,Bacteria,Actinobacteriota,WCHB1-81,NA,NA,Actinobacteriota
DH_10868,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,Actinobacteriota
DH_12353,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,Actinobacteriota
DH_12830,Bacteria,Actinobacteriota,WCHB1-81,NA,NA,Actinobacteriota
DH_15263,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,Actinobacteriota
DH_15672,Bacteria,Actinobacteriota,NA,NA,NA,Actinobacteriota
DH_16511,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,Actinobacteriota
DH_16606,Bacteria,Actinobacteriota,WCHB1-81,NA,NA,Actinobacteriota
DH_23995,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,Actinobacteriota
DH_24024,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,Actinobacteriota
DH_26359,Bacteria,Actinobacteriota,WCHB1-81,NA,NA,Actinobacteriota
DH_27457,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,Actinobacteriota
DH_27526,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,Actinobacteriota
DH_28202,Bacteria,Actinobacteriota,WCHB1-81,NA,NA,Actinobacteriota
DH_28313,Bacteria,Actinobacteriota,WCHB1-81,NA,NA,Actinobacteriota
DH_30908,Bacteria,Actinobacteriota,WCHB1-81,NA,NA,Actinobacteriota
DH_33478,Bacteria,Actinobacteriota,WCHB1-81,NA,NA,Actinobacteriota
DH_8,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_22,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_29,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_39,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_261,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_404,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_690,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_693,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_725,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_1499,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_3061,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_3261,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_3553,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_3611,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_3663,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_3783,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_3806,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_3898,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_3899,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_4136,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_4279,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_4450,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_4514,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_4656,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_4666,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_4849,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_4867,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_4943,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5152,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5156,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5214,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5252,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5371,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5374,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5388,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5530,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5546,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5625,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_5860,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6076,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6105,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6129,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_6228,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6255,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6280,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6403,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6509,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6523,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6573,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6780,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_6794,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7054,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7073,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7082,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7338,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7712,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7854,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7896,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7900,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7931,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7939,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7941,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_7963,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_8113,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_8224,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_8238,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_8896,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_8897,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_8908,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_9108,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_9553,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_10010,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_10075,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_10760,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_11324,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_11417,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_11758,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_12503,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_13136,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_13324,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_13721,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_14260,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_14402,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_15752,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_16665,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_17327,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_17682,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_17765,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_18656,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_18792,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19086,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19160,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19197,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19350,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19472,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19522,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19554,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19568,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19593,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19618,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19626,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19658,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19807,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19927,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19938,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19950,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_19999,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20005,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20040,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_20107,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20154,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20204,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20279,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20355,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20421,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20440,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20447,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20587,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20686,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20799,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_20874,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_21244,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_21481,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_21640,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_21662,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_21797,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_21949,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_22010,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_22101,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_22209,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_22226,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_22547,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_22696,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_23006,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_23007,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_23010,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_23042,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_23127,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_23219,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_23344,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_24542,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_24844,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_25491,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_25979,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_26252,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_26400,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_28206,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_29314,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_29315,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_29439,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_29462,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_29668,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_30006,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_30127,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_30193,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_30300,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_30511,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_30513,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_30708,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_30906,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_30991,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_31164,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_31190,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_32252,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_32359,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_33884,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_33993,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_34056,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_34090,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_34116,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,NA,Actinomarinales
DH_34203,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_34223,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_34233,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_34234,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_34502,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_34564,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_35473,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Actinomarinales
DH_21956,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomycetales
DH_14091,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,NA,ADurb.Bin180
DH_17259,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,NA,ADurb.Bin180
DH_32556,Bacteria,Chloroflexi,Anaerolineae,ADurb.Bin180,NA,ADurb.Bin180
DH_6873,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_13407,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_15424,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_15655,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_16851,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_24234,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_25885,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_25951,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_26072,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_26241,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_26294,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_26334,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
DH_26593,Archaea,Aenigmarchaeota,Aenigmarchaeia,Aenigmarchaeales,NA,Aenigmarchaeales
